CC1=C([N+](=O)[O-])C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],failed,0,
OC1=CC=C(C=C1)C1=CC=CC=C1,NC1=CC(=CC=C1)[N+](=O)[O-],failed,0,
O=C1CCCCCN1,NS(=O)(=O)c1ccccc1,cocrystal,2,NUMJEM
c1cncc(c1)C1C(C(C1c1cccnc1)c1cccnc1)c1cccnc1,Oc1ccccc1O,cocrystal,2,XEDXOX
[NH3]C(C)C,O=S(=O)([O])c1cccc2cc3c(cccc3S(=O)(=O)[O])cc12,salt,1,SATPIO
COP([O])(=S)c1ccccc1,[NH3]C(C)c1ccccc1,salt,1,MBAMPH
CC(=O)C1=CC=C(N)C=C1,OC(C1=CC=CC=C1)C(=O)C1=CC=CC=C1,failed,0,
Cc1ccn([I]n2ccc(C)cc2)cc1,F[P](F)(F)(F)(F)F,salt,1,EROFUP
NC1=CC=CC=C1N,NC1=CC(=CC=C1)N,failed,0,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O],[nH]1ccccc1,salt,1,GUSTIZ
[S]C#N,CCCC1=Nc2c(C)cc(cc2N1Cc1ccc(cc1)c1ccccc1C(O)=O)C1=[NH]c2ccccc2N1C,salt,1,SONKEM
CC(=O)[O],N1C(=[NH]c2c1c1ccccc1c1ccccc21)c1ccc(cc1)N(c1ccccc1)c1ccccc1,salt,1,TUFTIY
NC1=[NH]C(=CS1)c1ccccc1,O=C([O])c1ccc(cc1)N(=O)=O,salt,1,AFUJIW
[H](Cl)[Cl],CCCC[N](C)(CCCC)CCCC,salt,1,GOLVIQ
CC1(C)CC(=O)C2=CNN=C2C1,CC1(C)CC(=O)C2=C(C1)NN=C2,cocrystal,2,PESLEF
O1N=C(OC2=NON=C2C2=NN=N[N]2)C(=N1)C1=NN=N[N]1,NC(N)=[NH2],salt,1,CEKBOL
NC(=O)N1c2ccccc2C=Cc2ccccc12,O=N(=O)c1cc[n]([O])cc1,cocrystal,2,JIQKUS
Cc1cccc2SC(=[NH2])Nc12,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O],salt,1,ITAQUS
NC(=O)C1=CC=CC=C1,COC1=CC=CC=C1C(O)=O,failed,0,
NN1C(=NN=C1c1ccncc1)c1ccncc1,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,hydrate,3,NUHBAU
CC1=CC=C(C=C1)C(O)=O,CC1=NC=C(CO)C(=C1O)CO,failed,0,
